"id","item_number","description","cost","mode","type","active"
"10365","256-6745","CAT: TUBE ASSEMBLY",NULL,"CONSUMABLE","inventoryitem",True
"10366","7E-9980-R","CAT; CRANKSHAFT, 3306 (REMAN) ",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10367","NPS 2 FS99-903","FISHER REGULATOR; 99-1130-45550; NPS 2"", 10 TO 65 PSIG, PILOT TYPE 61H; PORT 1-1/8""",NULL,"CONSUMABLE","inventoryitem",True
"10368","9L-5903","CAT; AFTERCOOLER ADAPTER ",NULL,"CONSUMABLE","inventoryitem",True
"10369","6V-3260","CAT; HEX SOCKET HEAD BOLT, 1/4""-20 X 3/4""",NULL,"CONSUMABLE","inventoryitem",True
"1037","3/8-16 HEX NUT","3/8-16 HEX NUT",NULL,"CONSUMABLE","inventoryitem",True
"10370","ARIEL-06375JGET","ARIEL; COMPRESSOR CYLINDER 6.375"" JGET ; MAWP# 1650; STROKE 4.500""","6850","FRAME PROGRAM","inventoryitem",True
"10371","10R-8110","CAT; CONTROL GROUP; ECM ",NULL,"ENGINE PROGRAM","inventoryitem",True
"10372","8N-5252","CAT: AIR CLEANER ASSEMBLY, 3306NA",NULL,"CONSUMABLE","inventoryitem",True
"10373","KB-1467-S","ARIEL, SUCTION VALVE KIT,70RX",NULL,"CONSUMABLE","inventoryitem",True
"10374","KB-1468-M","ARIEL, DISCHARGE VALVE KI, 70RX",NULL,"CONSUMABLE","inventoryitem",True
"10375","KB-1365-N","ARIEL, DISCHARGE VALVE KIT",NULL,"CONSUMABLE","inventoryitem",True
"10377","8S-0248","CAT: BREATHER ASSEMBLY, 3306",NULL,"CONSUMABLE","inventoryitem",True
"10378","4K-9890","CAT: WASHER, COPPER",NULL,"CONSUMABLE","inventoryitem",True
"10379","6L-5359","CAT: 81.92MM INSIDE DIAMETER SEAL-O-RING",NULL,"CONSUMABLE","inventoryitem",True
"1038","3/8-24NUT","NUT",NULL,"CONSUMABLE","inventoryitem",True
"10380","6-029218","GEMINI; PRESSURE PACKING CASE, 1-3/8""",NULL,"FRAME PROGRAM","inventoryitem",True
"10381","2-03-20297KIT","GEMINI; VALVE KIT 3""",NULL,"CONSUMABLE","inventoryitem",False
"10382","2044-100000-AM","GEMINI: PISTON RING 6-3/4"",2 PC",NULL,"CONSUMABLE","inventoryitem",True
"10383","171-8780","CAT; GASKET KIT, OIL COOLER AND LINES 3406",NULL,"CONSUMABLE","inventoryitem",True
"10384","M-11-1F1-508","EXPANSION JOINT 5"" FLANGEX 8""",NULL,"CONSUMABLE","inventoryitem",True
"10385","5X5 RUBBER EXPANSION JOINT","5X5 RUBBER EXPANSION JOINT","150",NULL,"inventoryitem",True
"10386","293-4388","CAT: CLAMP ASSEMB","134.47",NULL,"inventoryitem",True
"10387","NGA-8062","ALTERNATOR","250",NULL,"inventoryitem",True
"10388","8709N","ALTERNATOR: 24V 20 AMP","239.57",NULL,"inventoryitem",True
"10389","KB-2373-CC","ARIEL: KIT,VLV,147CT,MTX","225",NULL,"inventoryitem",True
"1039","3/8X1/4FSHXBS","BUSHING 3/8""""X1/4""""FS",NULL,"CONSUMABLE","inventoryitem",True
"10390","KB-9151-HN","ARIEL: KIT,VLV,54CPS,CPP","171",NULL,"inventoryitem",True
"10391","B-8445-HQ","ARIEL: DIS VLV, 72CPS,CPP","751",NULL,"inventoryitem",True
"10392","B-3565-V","ARIEL: DIS VLV,137CT, MTX","1004",NULL,"inventoryitem",True
"10393","B-2073","ARIEL: L O COOLER,SHELL&TUBES,1.50NPT","2602",NULL,"inventoryitem",True
"10394","B-8088-V","ARIEL: SUC VLV, 70CRE,NYX,DS","619",NULL,"inventoryitem",True
"10395","KB-9150-HQ","ARIEL: KIT,VLV,54CPS,CPP","171",NULL,"inventoryitem",True
"10396","B-2720-S","ARIEL: SUC VLV,168CT ,NYX","1328",NULL,"inventoryitem",True
"10397","B-2715-T","ARIEL: SUC VLV,168CT ,NYX","1606",NULL,"inventoryitem",True
"10398","8215G070","ASCO RED HAT SOL VALVE: 1-1/2 INCH: 25 PSI","417.75",NULL,"inventoryitem",True
"10399","RBP78-4","BANDED WRAPPED MOLDED V-BELT, RBP SECTION, 2-1/2 IN W TOP, 81 IN L OUTSIDE, 7/16 IN THK, FABRIC","27.6",NULL,"inventoryitem",True
"104","0R-3501","USE IPD-7N0110 OIL COOLER G330","648.95","ENGINE PROGRAM","inventoryitem",True
"1040","PRV-1X1-30","PRV; 1"" INLET X 1"" OUTLET; THREADED; 30 PSI","114","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"10400","2H-3756","CAT: 5/8-11 HEXAGONAL HEAD BOLT","11.25",NULL,"inventoryitem",True
"10401","153-5720","CAT: 12 VOLT 1500 COLD CRANKING AMPS HEAVY DUTY BATTERY","409.43",NULL,"inventoryitem",True
"10402","8C-5098","CAT: 90.3MM OUTER DIAMETER ELBOW COUPLING","466.36",NULL,"inventoryitem",True
"10403","100-3725","CAT: 27.9 MM (1.10 IN) SERPENTINE BELT","39.98",NULL,"inventoryitem",True
"10404","177-9343","CAT: CAP AND PROBE FLUID SAMPLING|USED FOR PULLING OIL SAMPLES FROM ENGINE","2.85",NULL,"inventoryitem",True
"10405","461-6625","CAT: EIB HARNESS ASSEMBLY","740.29",NULL,"inventoryitem",True
"10406","382-6095","CAT: ELBOW, TURBO 3500","496.29",NULL,"inventoryitem",True
"10407","394-1128","CAT: HARNESS AS-BOX 3508J N8W ECM BOX","1836.39","ENGINE PROGRAM","inventoryitem",True
"10408","426-6243","CAT: HARNESS AS-WIRING: COMMUNICATION ADAPTER","634.44",NULL,"inventoryitem",True
"10409","391-8344","CAT: HARNESS SENSORS WPW","6139.77",NULL,"inventoryitem",True
"1041","300004","CIP CONN ROD HEAVY",NULL,"CONSUMABLE","inventoryitem",True
"10410","6F-5985","CAT: 716 HOSE","146.94",NULL,"inventoryitem",True
"10411","4P-7921","CAT: HUMP HOSE; 3406 / CG137-8","422.61",NULL,"inventoryitem",True
"10412","461-6617","CAT: INTERCONNECT HARNESS","1808.41",NULL,"inventoryitem",True
"10413","584-9673","CAT: NOX SENSOR WITH MOUNTING","1526.43",NULL,"inventoryitem",True
"10414","296-5820","CAT: PRESS SEAL","90.64",NULL,"inventoryitem",True
"10415","262-4378","CAT: SEAL, WIDE WATER PUMP 23.8MM","80.04",NULL,"inventoryitem",True
"10416","169-4295","CAT: SPARK PLUG EXTENSION","84.13",NULL,"inventoryitem",True
"10417","437-4048","CAT: SPARK PLUG EXTENSION; 3500","93.5",NULL,"inventoryitem",True
"10418","DC65-2","CATALYST|OXIDATION: ELEMENT: 30.75 INCH","3750",NULL,"inventoryitem",True
"10419","500087","CIP: 5.5"" PISTON RING","75.18",NULL,"inventoryitem",True
"1042","300004R","CIP; CONN ROD, HEAVY (REMAN).","429.99","CONSUMABLE","inventoryitem",True
"10420","500088","CIP: 5.5"" RIDER RING","164",NULL,"inventoryitem",True
"10421","19-18310-112","CIP: PACKING KIT","640.24",NULL,"inventoryitem",True
"10422","440-2104","CAT: CONTROL ASSEMBLY-ELECTRONIC","431.41",NULL,"inventoryitem",True
"10423","S185","CUMMINS BOLT",NULL,"Admin","inventoryitem",False
"10424","216484","CUMMINS: DIPSTICK","119.24",NULL,"inventoryitem",True
"10425","4099578","CUMMINS: HARNESS","606.12",NULL,"inventoryitem",True
"10426","4062901","CUMMINS: SLEEVE","601",NULL,"inventoryitem",True
"10427","4090194","CUMMINS: SPARK PLUG ADAPTER TUBE","267.81",NULL,"inventoryitem",True
"10428","501-12-515","GARZO LOUVER ACTUATOR","200","CONSUMABLE","inventoryitem",True
"10429","1-029404","GASKET","8.93",NULL,"inventoryitem",True
"1043","300005","CIP CONN ROD LIGHT",NULL,"CONSUMABLE","inventoryitem",True
"10430","B158","GATES: V-BELT 11/16 INCH X 161 INCH","39.05",NULL,"inventoryitem",True
"10431","5V2120","GATES: V-BELT 5/8 INCH X 212 INCH","146.06",NULL,"inventoryitem",True
"10432","C152","GATES: V-BELT 7/8 INCH X 156-3/4 INCH","84.44",NULL,"inventoryitem",True
"10433","A25P-100","GAUGE: 100 PSI","110.49",NULL,"inventoryitem",True
"10434","4-011386TR","GEMINI:  BUSHING,PISTON,2.250,665,75","401.37",NULL,"inventoryitem",True
"10435","4-103418TR","GEMINI:  BUSHING,PISTON,C.E.,E/F,03","205.17",NULL,"inventoryitem",True
"10436","4-103417TR","GEMINI: BUSHING,PISTON, H.E.,E/F,03","374.57",NULL,"inventoryitem",True
"10437","4-011387TR","GEMINI:  BUSHING,PISTON,2.250,665,75","530.68",NULL,"inventoryitem",True
"10438","1-0150471KIT","USE PN K-1-01-50471 ( DO NOT USE )",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",False
"10439","K-2-03-55142","GEMINI: DISCHARGE VALVE KIT,148CHT","259.97","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1044","300005R","CIP; CONN ROD, LIGHT (REMAN).","422.99","CONSUMABLE","inventoryitem",True
"10440","2-03-60270KIT","GEMINI: DISCHARGE VALVE KIT,179CKT","338.51","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"10441","K-1-01-30380","GEMINI: DISCHARGE VALVE KIT,77CT","225.18","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"10442","K-2-03-30389","GEMINI: CP DISCHARGE VALVE KIT, 5-3/4"", 77CT","250","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"10443","9-464245TR","GEMINI: PISTON NUT: 2.25""-12N-3B","186.37",NULL,"inventoryitem",True
"10444","2034-100000","GEMINI: RING,PISTON,CA-TFE,4.25,2PC","25.66",NULL,"inventoryitem",True
"10445","2-102832TR","GEMINI PISTON ROD",NULL,NULL,"inventoryitem",True
"10446","3-102852TR","GEMINI: ROD,PISTON,95,2.50X39.08,5","2343.56",NULL,"inventoryitem",True
"10447","2055-100067TR","GEMINI: RING, RIDER, CR,CA-TFE,9.50,2 PC","58.25",NULL,"inventoryitem",True
"10448","K-2-03-60269","GEMINI: SUCTION VALVE KIT,179CKT","278.84","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"10449","1-01-30379KIT","GEMINI SUCTION KIT 77CT",NULL,NULL,"inventoryitem",True
"1045","300006","CIP CROSSHEAD (NON-BABBIT)",NULL,"FRAME PROGRAM","inventoryitem",True
"10450","1-024552TR","GEMINI: GASKET,DOOR,XHD GUIDE,450/550","20.71",NULL,"inventoryitem",True
"10451","2-473997TR","GEMINI: THRUST WASHER,665","280.04",NULL,"inventoryitem",True
"10452","2550-121","H302 FRAME GASKET KIT",NULL,NULL,"inventoryitem",True
"10453","SHAFT","IDLER SHAFT 2-3/16 X 20"" LONG","295",NULL,"inventoryitem",True
"10454","AKB","KIMRAY PRESSURE REGULATOR","550",NULL,"inventoryitem",True
"10455","C-0394","ARIEL: LO FILTER HEAD, SINGLE L/R HOUSING,C394","582",NULL,"inventoryitem",True
"10456","MLINK","MLINK SAT ALARM",NULL,"Admin","inventoryitem",False
"10457","SN40RTV-9BA4","NORRISEAL SEREIES 2275: SCREWED: NACE: WOG 4000: REVERSE NON ADJUSTABEL: T TYPE BODY: VITON SEALS: ACTUATOR 9.5 DIAMETER: REVERSE ACTUATOR SPRINGS","468.5",NULL,"inventoryitem",True
"10458","1-029402","GEMINI; GASKET FOR CROSSHEAD GUIDE DOOR 332","100","CONSUMABLE","inventoryitem",True
"10459","AAV-3397KIT","PACKING KIT",NULL,NULL,"inventoryitem",True
"1046","300006R","CIP; CROSSHEAD, NON-BABBIT (RE",NULL,"CONSUMABLE","inventoryitem",True
"10460","AAV-3126KIT","PACKING KIT",NULL,NULL,"inventoryitem",True
"10461","PRV-2X2-1440","PRV; 2"" INLET X 2"" OUTLET; 1440 PSI; THREADED ","250","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"10462","2X2X1650","( DO NOT USE) ",NULL,"Admin","inventoryitem",False
"10463","PRV-2X2-1275","PRV; 2"" INLET X 2"" OUTLET; 1275 PSI; THREADED ","250","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"10464","B-1683-K","ARIEL: RBLD KIT,PIST ROD PKG,BTS,1.500","893",NULL,"inventoryitem",True
"10465","383-2982","CAT: SENSOR GP-TEMPERATURE","473.95",NULL,"inventoryitem",True
"10466","VALVE CHAIRS","P DOG CONEX PLEASE UPDATE",NULL,NULL,"inventoryitem",True
"10467","KB-9446-HP","ARIEL: KIT,VLV,108CP,CPP","344",NULL,"inventoryitem",True
"10468","KB-9445-HN","ARIEL: KIT,VLV,108CP,CPP","344",NULL,"inventoryitem",True
"10469","KB-9555-HN","ARIEL: KIT,VLV,54CPS,CPP","171",NULL,"inventoryitem",True
"1047","300021","CIP GASKET - CROSSHEAD GUIDE T",NULL,"CONSUMABLE","inventoryitem",True
"10470","2-03-30388","C.P. SUCTION 5.5""""","475",NULL,"inventoryitem",True
"10471","PISTON","UNKNOWN; CAN'T FIND; DNI",NULL,NULL,"inventoryitem",True
"10472","CG137 CYLINDER PACK","UPDATE",NULL,NULL,"inventoryitem",True
"1048","300023","CIP GASKET - ACC END",NULL,"CONSUMABLE","inventoryitem",True
"10485","TCKDU25SL12ECEPH","TYPE K INDUSTRIAL REPLACEMENT THERMOCOUPLE, 1/4"" O.D. X 12"" FREOM UNDER THE THREADS OF A 316 SS 1/2"" NPT DOUBLE ENDED SPRING LOADED FITTING, UNGROUND JUNCTION, ASSEMBLED WITH AN EPOXY COATED ALUMINUM EXPLOSION PROOF HEAD FOR A 1/2"" FNPT CONDUIT CONNECTION",NULL,"CONSUMABLE","inventoryitem",True
"10486","73904","ARROW; MAG GASKET, VRG330",NULL,"CONSUMABLE","inventoryitem",True
"10487","GAFHSN-R","KIMRAY; 9020 PV GLYCOL PUMP HSN, REMAN",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10488","2W-8683","CAT; BLOCK",NULL,"CONSUMABLE","inventoryitem",True
"10489","8M-5255","CAT; RUBBER O-RING SEAL",NULL,"CONSUMABLE","inventoryitem",True
"1049","300025","CIP GASKET - XHD GUIDE SIDE DO",NULL,"CONSUMABLE","inventoryitem",True
"10490","2M-4453","CAT; NBR O-RING",NULL,"CONSUMABLE","inventoryitem",True
"10491","4P-6718","CAT; AIR CLEANER ASSEMBLY, CG137",NULL,"CONSUMABLE","inventoryitem",True
"10492","691175-2","ALTRONIC; TEMINAL MODULE, 15 INPUT EXPANSION FOR DE3000",NULL,"CONSUMABLE","inventoryitem",True
"10493","800T-XD1P","CONTACT BLOCK, 1NO, SEALED SWITCH, 30MM, SCREW ATTACHMENT",NULL,"CONSUMABLE","inventoryitem",True
"10495","25-9370","855 cummins governor belt  (napa number)","24.41","CONSUMABLE","inventoryitem",True
"10496","DNU_","",NULL,NULL,"noninventoryitem",False
"10497","Parts Credit","",NULL,NULL,"noninventoryitem",True
"10498","T10V-28167","PINION KIT FOR T112/T121 STARTERS; BENDIX GEAR","437.5","CONSUMABLE","inventoryitem",True
"10499","K-1-03-40025","GEMINI; VALVE KIT 4-3/8 SUCTION",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1050","300037","CIP GASKET - TOP CPVER",NULL,"CONSUMABLE","inventoryitem",True
"10500","710959","SHIM PACK; REXNORD COUPLING SIZE: 600, COUPLING O.D. 16-3/4""",NULL,"CONSUMABLE","inventoryitem",True
"10501","825 PRV","( DO NOT USE) ",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",False
"10502","143-2878","CAT; CYLINDER HEAD SPACER PLATE GASKET 4MM THICK; FIRE RING; 3600",NULL,"ENGINE PROGRAM","inventoryitem",True
"10503","1W-2361","CAT; NUT-CYL HEAD 1-5/8-12IN SPECIAL THREAD",NULL,"ENGINE PROGRAM","inventoryitem",True
"10504","M-11-1F1-518-C","EXPANSION JOINT, 1-PLY, 5"" CAT FLTG
X 5"" ANSI FXD, OAL = 18"", CS CONNECTIONS",NULL,"ENGINE PROGRAM","inventoryitem",True
"10505","BT8878MPG","SPIN-ON FILTER",NULL,"PM PARTS","inventoryitem",True
"10506","4n-3841","gasket thick 3300 series",NULL,"ENGINE PROGRAM","inventoryitem",True
"10507","11R-0978","CAT; 8"" ELECTRONIC TOUCHSCREEN DISPLAY",NULL,"ENGINE PROGRAM","inventoryitem",True
"10508","20R-9598","CAT; GAS ADMISSION VALVE, 3600 VALVE MECHANISM/ROCKER GROUP",NULL,"ENGINE PROGRAM","inventoryitem",True
"10509","4N-1650","CAT; DOWEL PIN, 31.8 MM LONG X 9.55MM; CG137 HEAD ALIGNMENT",NULL,"CONSUMABLE","inventoryitem",True
"1051","3008591","CUMMINS: GASKET INTAKE MANIFOLD","8.26","CONSUMABLE","inventoryitem",True
"10510","19-X9219-137","GEMINI; PACKING REBUILD KIT, A-352 / 354 1-3/8"" GEM 6-105621",NULL,"CONSUMABLE","inventoryitem",True
"10511","208458TI-VR","VRG 330 SEAL INSTALLATION TOOL","360.96","TOOLS","inventoryitem",True
"10512","IPD-2279850","CAT; AUXILLARY WATERPUMP, 3300","641.13","CONSUMABLE","inventoryitem",True
"10513","IPD-1167577","CAT; THERMOSTAT 190DEG, 3300","43.83","CONSUMABLE","inventoryitem",True
"10514","Third Party Bid Job Prepayment","",NULL,NULL,"noninventoryitem",True
"10515","T121-60031-01R-1-03R","TDI VIPER AIR STARTER, PREENGAGED, 90PSI, FITS 3516 ENGINES, REMAN","1423","MAJOR COMPONENTS","inventoryitem",True
"10516","196-9534","CAT; MAIN BEARING KIT, 3300",NULL,"CONSUMABLE","inventoryitem",True
"10517","20R-9674","CAT; TURBO, CG137-12; NEW PART 472-6134","6299.63","ENGINE PROGRAM","inventoryitem",True
"10518","189-0855","CAT; STRAINER",NULL,"CONSUMABLE","inventoryitem",True
"10519","231-2953","CAT; SEAL, EDGE BONDED",NULL,"CONSUMABLE","inventoryitem",True
"1052","301-7791","CLIP TOP","6.81","CONSUMABLE","inventoryitem",True
"10520","SMBTI-8-8N"," 1/2"" TUBING X 1/2"" MNPT BRANCH TEE - 316 SS",NULL,"CONSUMABLE","inventoryitem",True
"10521","300-82013-R","MURPHY/CAT COMMUNICATION CONVERTER
",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10522","ZFLOW-FULL-H-2","ELEMENT, CATALYST, OXIDATION, ZFLOW W/ BONNET",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10523","A5E50655935","SIEMENS SINAMICS G120X CU",NULL,"CONSUMABLE","inventoryitem",True
"10524","7E-8368-R","CAT; EXHAUST MANIFOLD, SQUARE, 3304, REMAN","1776.26","MAJOR COMPONENTS","inventoryitem",True
"10525","B-2621-DD","DISCHARGE VALVE, 102CT, MTX, M/S
",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"10526","406-1455","GEMINI; DAMPING PLATE ",NULL,"CONSUMABLE","inventoryitem",True
"10527","9Y-3637-R","CAT; EXHAUST MANIFOLD, 3304 TEAR DROP (NEW STYLE), REMAN",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10528","REX010957","TOMALOY DISC PACK
312AMR",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"10529","WODD31-BNW","REPAIR KIT","358.56","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1053","301-7792","CLIP BOTTOM","5.72","CONSUMABLE","inventoryitem",True
"10530","6N-8942","CAT; BOLT, 9/16-18 X 120.65MM LONG",NULL,"CONSUMABLE","inventoryitem",True
"10531","223-4903","BOLT-HEX HEAD",NULL,"CONSUMABLE","inventoryitem",True
"10532","7L-2031","SEAL O RING",NULL,"PM PARTS","inventoryitem",True
"10533","7L-7460","SEAL",NULL,"PM PARTS","inventoryitem",True
"10534","B124","GATES; V-BELT 11/16"" X 127"" OUTER LENGTH",NULL,"CONSUMABLE","inventoryitem",True
"10535","PG-4000","PURGE GUN","385.75","TOOLS","inventoryitem",True
"10536","053-5065","CAT; ALTERNATOR PULLEY SLEEVE, 76.05MM ID",NULL,"CONSUMABLE","inventoryitem",True
"10537","ARIEL-5.5HCYL","ARIEL; CYLINDER, H FRAME, 5.5""",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10538","PRV-1.5X2X600","( DO NOT USE) ",NULL,"CONSUMABLE","inventoryitem",False
"10539","405-8638","GEMINI; LUBE BLOCK, 16T-16S-35T","933.75","CONSUMABLE","inventoryitem",True
"1054","3010918","thermostat gasket KTA19",NULL,NULL,"inventoryitem",True
"10540","115-7550","CAT; ENGINE CYLINDER HEAD GASKET, 3306",NULL,"CONSUMABLE","inventoryitem",True
"10541","ZFLOW-FULL-Z-3-400","ELEMENT, CATALYST, PROPANE 3YEAR 15.5X24.75X3",NULL,"ENGINE PROGRAM","inventoryitem",True
"10542","CV-72","VALVE; 1/2"" SS, 1/4 TURN FRAME CYLINDER PRESSURE RELEASE",NULL,"CONSUMABLE","inventoryitem",True
"10543","4N-2630","CAT; SIDE COVER GASKET; DOOR GASKET CG137-12",NULL,"CONSUMABLE","inventoryitem",True
"10544","7C-2879","CAT: FLUID TUBE CARRYING ASSEMBLY",NULL,"ENGINE PROGRAM","inventoryitem",True
"10545","B-6521-OE","USE PN B-6521 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"10546","A-2863-MG","SUCTION VALVE SEAT",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"10547","6.5VVCP-KIT","GEMINI; REPAIR KIT, VVCP, NEW STYLE",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10548","7c-2880","CAT; OIL SUCTION TUBE, 3304/3306",NULL,"CONSUMABLE","inventoryitem",True
"10549","1W-9757","CAT; TURBO ASSEMBLY, WATER COOLED, 3306 (REMAN 0R-5813)",NULL,"MAJOR COMPONENTS","inventoryitem",True
"1055","3010933","HOUSING THERMOSTAT",NULL,NULL,"inventoryitem",True
"10550","8K-1207","CAT; LONG DOWN PIN, 32.00MM",NULL,"CONSUMABLE","inventoryitem",True
"10551","1S-9540","CAT; HOLLOW DOWEL PIN, 9.36MM",NULL,"CONSUMABLE","inventoryitem",True
"10552","5B-7652","CAT; CHAMFERED END STEEL DOWEL PIN, 15.75MM",NULL,"CONSUMABLE","inventoryitem",True
"10553","0S-1589","CAT; HEX HEAD BOLT, 5/8""-11X1.75",NULL,"CONSUMABLE","inventoryitem",True
"10554","5M-6213","CAT; HEX HEAD PLUG, 1/4""-18NPT ",NULL,"CONSUMABLE","inventoryitem",True
"10555","4959373","CUMMINS; WIRING HARNESS FROM IGNITION BOX TO COILS",NULL,"ENGINE PROGRAM","inventoryitem",True
"10556","2886517","CUMMINS; GROMMET SEAL FOR VALVE COVER SPARK PLUG WIRES","150.75","CONSUMABLE","inventoryitem",True
"10557","2K-4973","CAT; LOCK NUT 3/8-16 GRADE 8",NULL,"CONSUMABLE","inventoryitem",True
"10558","0R-3023","CAT; CAMSHAFT KIT (CAMSHAFT AND VALVE LIFTERS), 3306",NULL,"CONSUMABLE","inventoryitem",True
"10559","IPD-KOF5238/91KTG","CUMMINS; KTA19 ENGINE OVERHAUL KIT (6 PISTON# 4955238)",NULL,"MAJOR COMPONENTS","inventoryitem",True
"1056","3013930RX","ROD ENGINE CONNECTING","734.85","ENGINE PROGRAM","inventoryitem",True
"10560","SB-2964-K","ARIEL; BEARING CAP, S/F, JG:A:M:P:S, NO DOWEL HOLE",NULL,"CONSUMABLE","inventoryitem",True
"10561","693115-1","ALTRONIC; ANNUNCIATOR CABLE ",NULL,"CONSUMABLE","inventoryitem",True
"10562","409-4167-R","GEMINI; FRONT COVER ASSEMBLY, MPD, REMAN ",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10563","A-21614","ARIEL; O-RING",NULL,"CONSUMABLE","inventoryitem",True
"10564","Z103-775","GEMINI; ROTARY LUBE PUMP",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10565","603-8503","CAT; WIRE AS COMBUSTION; 3600",NULL,"ENGINE PROGRAM","inventoryitem",True
"10566","142-3424","CAT; WATER PUMP KIT FOR 0R-4679",NULL,"CONSUMABLE","inventoryitem",True
"10567","6N-2944","CAT; PLUG FOR BASE COVER CG137-8",NULL,"CONSUMABLE","inventoryitem",True
"10568","7W-0917","CAT; PLUG FOR VALVE COVER CG137-8",NULL,"CONSUMABLE","inventoryitem",True
"10569","20R-2957","CAT; TURBO CG137-8, NON-REMAN 369-6081",NULL,"ENGINE PROGRAM","inventoryitem",True
"1057","302-7332","GUARD ALTN",NULL,"CONSUMABLE","inventoryitem",True
"10570","0R-2657","CAT; CRANKSHAFT CG137-8; NON-REMAN 1W-5009",NULL,"ENGINE PROGRAM","inventoryitem",True
"10571","P2B-DI-215RE","DODGE; PILLOW BLOCK BEARING 2-15/16; EXPANSION / FLOATING",NULL,"FRAME PROGRAM","inventoryitem",True
"10572","M-11-1F1-519-CC","EXPANSION JOINT 19"" SQUARE/SQUARE 4 BOLT 3306TA ",NULL,"ENGINE PROGRAM","inventoryitem",True
"10573","6SL32000SC100FA0","SINAMICS G120X","950","ENGINE PROGRAM","inventoryitem",True
"10574","6SL32550AA004JA2","SINAMICS G Intelligent Operator Panel IOP-2 for SINAMICS G120",NULL,"ENGINE PROGRAM","inventoryitem",True
"10575","6V-2982","CAT REAR HOUSING GASKET KIT 3300",NULL,"ENGINE PROGRAM","inventoryitem",True
"10576","506-0742","CAT FRONT COVER GASKET SET 3300",NULL,"ENGINE PROGRAM","inventoryitem",True
"10577","3096362","CUMMINS; CRANKSHAFT, KTA19",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10578","5C360-J SHEAVE","SHEAVE; 5 GROOVE C-BELT",NULL,"CONSUMABLE","inventoryitem",True
"10579","JX2-15/16","QUICK DISCONNECT BUSHING 2-15/16 SHAFT SIZE; ATTACHES SHEAVE TO SHAFT",NULL,"CONSUMABLE","inventoryitem",True
"1058","3028291","EXHAUST MANIFOLD COOLANT LINE",NULL,"CONSUMABLE","inventoryitem",True
"10580","D-0149","ARIEL; CROSSHEAD, JGP2",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10581","IPD-3047549","CUMMINS, OIL PUMP, KTA19",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10582","MGS-V-3650R-AM","ARIEL; O-RING, CAP",NULL,"CONSUMABLE","inventoryitem",True
"10583","126-1688","CAT; AFTERCOOLER HOUSING, 3306",NULL,"MAJOR COMPONENTS","inventoryitem",True
"10584","IPD-6I1346","ENGINE OIL PUMP 3304 CAT  AFTERMARKET",NULL,"ENGINE PROGRAM","inventoryitem",True
"10585","IPD-9Y1723","ENGINE OIL PUMP 3304 CAT  AFTERMARKET",NULL,"ENGINE PROGRAM","inventoryitem",True
"10586","7N-1101-R","AFTERCOOLER 3306; REPAIRED ","331.25","ENGINE PROGRAM","inventoryitem",True
"10587","7W-1275-R","EXHAUST MANIFOLD; 3406, REPAIRED","1300","ENGINE PROGRAM","inventoryitem",True
