"status","unit_number","customer","location","county","state","engine","engine_family","engine_serial_num","afr","catalyst","catalyst_mm","oem_hp","nova_hp","engine_rpm","frame_rpm","compressor_frame","compressor_frame_family","compressor_frame_sn","stages","cylinder_size","package_mfg_date","engine_mfg_date","zero_hour_date","compressor_frame_rebuild","top_end","oil_provider","telemetry","coordinates","trailer_unit","unit_set_date","billing_start_date","billing_end_date","last_billing_date","on_off_contract","mtm_last_price_increase","salesperson","contract_type_tax","contract_type_oil","monthly_rate","recurring_discount","sales_tax","ad_valorem_heit","net_revenue","day_rate","origin","acq_eff_date","owned_leased","operational_region","finance_region","unit_profile_update_date","financial_sku","oem_hp_tranche","bd_comments","ops_comments","set_week","release_week"
"RENTED","HC80002","SANDRIDGE ENERGY INC","MISSION 2014 1-31H","MAJOR","OK","CATERPILLAR - G3306B-NA","G3306B-NA","G6X02347",NULL,"NO",NULL,"145",NULL,"1800","1800","CIP - PHT2","PXT2","12204L","3","6.5 X 4.5 X 3.0","2012-11-14 00:00:00","2006-03-20 00:00:00","2023-01-17 00:00:00","2023-01-17 00:00:00","2023-01-17 00:00:00","ATLAS",NULL,"36.1728,-98.7265","NO","2023-05-24 00:00:00","2023-05-24 00:00:00","2024-05-23 00:00:00",NULL,"ON","ON CONTRACT","KEVIN CARTER","RENTAL","WET","3400","0","0","0","3400","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-PXT2-3","101-400",NULL,NULL,"WEEK 21",NULL
"RENTED","HC80003","CPRP SERVICES LLC","DILLY 1-12-1MXH","GARVIN","OK","CATERPILLAR - G3306B-NA","G3306B-NA","G6X08826",NULL,"NO",NULL,"145",NULL,"1800","1800","CIP - PHT2","PXT2","12227L","4","6.0 X 5.0 X 4.5 X 3.0","2018-05-01 00:00:00","2012-06-14 00:00:00","2019-06-08 19:15:00","2012-06-19 00:00:00","2021-12-01 00:00:00","ATLAS",NULL,"34.738791, -97.579503 ","NO","2023-09-28 00:00:00","2023-09-28 00:00:00","2024-09-27 00:00:00",NULL,"ON","ON CONTRACT","KEVIN CARTER","RENTAL","DRY","3350","0","0","0","3350","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-PXT2-4","101-400",NULL,NULL,"WEEK 39",NULL
"IDLE","802",NULL,"KILGORE, TX YARD","RUSK","TX","CATERPILLAR - G3412TA  ","G3412TA","7BD01057","AFR-WD-R-1R-10","YES","LCH-302150-08-T1 TITAN","600",NULL,NULL,NULL,"GEMINI - A354","A354","300020670","3","9.5 (2) X 6.25 X 4.5","1995-03-20 00:00:00","1995-03-20 00:00:00","2020-03-05 00:00:00","2020-04-21 00:00:00","2020-03-05 00:00:00",NULL,NULL,"32.36522050, -94.88880885","NO",NULL,"2020-05-01 00:00:00","2021-06-01 00:00:00","2022-08-27 00:00:00","OFF","REVIEW FOR INCREASE",NULL,NULL,"WET","0","0","0","0","0","N","MUSTANG GAS COMPRESSION",NULL,"OWNED",NULL,NULL,NULL,"G3412TA-A354-3","401-1000","UNIT PUT ON DISCOUNTED RATE EFFECTIVE OCT21 FOR $4,500",NULL,NULL,NULL
"RENTED","HC90089","AEXCO PETROLEUM INC","CROSSROADS 3-2H","ALFALFA","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S04699",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2","JGQ2","F51998","3","7.5 X 5.125 X 3.0","2015-01-01 00:00:00","2015-01-15 00:00:00","2019-04-06 17:54:00","2015-10-01 00:00:00","2022-07-28 00:00:00","ATLAS",NULL,"36.6670,-98.3429","NO","2023-07-31 00:00:00","2023-07-31 00:00:00","2024-06-30 00:00:00",NULL,"ON","ON CONTRACT","KEVIN CARTER","RENTAL","WET","3500","0","0","0","3500","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-JGQ2-3","101-400",NULL,NULL,"WEEK 31",NULL
"RENTED","HC4033","CPRP SERVICES LLC","WHETSONE 1-25-36 WXH","MCCLAIN","OK","CATERPILLAR - G3306TA","G3306TA","G6X06045",NULL,"NO",NULL,"203",NULL,NULL,NULL,"GEMINI - H302","H302","HSR-005249","3","7.5 X 5.0 X 3.0","2011-02-18 00:00:00","2009-02-18 00:00:00","2014-12-25 20:06:00","2011-02-18 00:00:00","2022-09-21 00:00:00","ATLAS","M2M","34.970627,-97.572966","NO","2023-05-15 00:00:00","2023-05-15 00:00:00","2023-11-14 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","DRY","4090","0","0","0","4090","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306TA-H302-3","101-400",NULL,NULL,"WEEK 20",NULL
"IDLE ON LOCATION","HC4058","CONTINENTAL RESOURCES INC","COMPTON 6 2-35XH","BLAINE","OK","CATERPILLAR - G3306TA","G3306TA","G6X06826",NULL,"NO",NULL,"203",NULL,NULL,NULL,"GEMINI - H302","H302","HSR-005389","3","7.5 X 5.0 X 3.0","2010-09-01 00:00:00","2010-09-15 00:00:00","2018-04-30 00:00:00","2018-05-18 00:00:00","2018-04-30 00:00:00","ATLAS","M2M","35.7967, -98.3408","NO",NULL,"2020-07-01 00:00:00","2020-01-01 00:00:00","2023-07-22 00:00:00","OFF","2023-02-01 00:00:00","KEVIN CARTER","RENTAL","WET","0","0","0","0","0","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED",NULL,NULL,NULL,"G3306TA-H302-3","101-400",NULL,NULL,NULL,"WEEK 29"
"RENTED","HC15013","VALPOINT","TED 1H-15-10","ELLIS","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S04483",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","HSR009008","3","7.5 X 5.0 X 3.0","2005-01-01 00:00:00","2014-12-01 00:00:00","2018-04-08 17:27:00",NULL,"2018-04-08 17:27:00","ATLAS","M2M","36.024953,-99.642443","NO","2022-09-14 00:00:00","2022-09-15 00:00:00","2023-09-14 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","3600","0","0","0","3600","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-H302-3","101-400","RENTAL RATE CHANGED ON 11/3/21 FROM $3,200.00",NULL,NULL,NULL
"RENTED","HC15014","SANDRIDGE ENERGY INC","PETERS TRUST 1915 2-29H","DEWEY","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S04232",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","HSR009056","3","7.5 X 5.0 X 3.0","2005-01-01 00:00:00","2005-01-01 00:00:00","2019-04-12 11:39:00",NULL,"2019-04-12 11:39:00","ATLAS","M2M","36.0860, -98.8165","NO","2021-11-08 00:00:00","2023-06-01 00:00:00","2024-05-31 00:00:00",NULL,"ON","ON CONTRACT","KEVIN CARTER","RENTAL","WET","3400","0","0","0","3400","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC13003","K. PHIL FLEETWOOD","DAVIS 1-18","GRADY","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S00868",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","HSR006269","3","7.5 X 5.0 X 3.0","2012-11-27 00:00:00","2013-06-20 00:00:00","2016-01-14 23:36:00","2012-11-27 00:00:00","2020-02-03 00:00:00","ATLAS","M2M","34.7303, -97.9772","NO",NULL,"2023-02-01 00:00:00","2024-01-30 00:00:00",NULL,"ON","ON CONTRACT","KEVIN CARTER","RENTAL","WET","3600","0","0","0","3600","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC11299","MEWBOURNE OIL COMPANY","COLLINS 6 OA 2H","CUSTER","OK","CATERPILLAR - G3304B ","G3304B ","A4E00311",NULL,"NO",NULL,"95",NULL,NULL,NULL,"GEMINI - M302","M302","HSR-006448","3","6.5 X 4.0 X 2.5","2017-07-01 00:00:00","2014-11-29 00:00:00","2019-09-27 22:51:00","2021-03-10 00:00:00","2019-09-27 22:51:00","ATLAS","M2M","35.623488,-98.938972","NO",NULL,"2021-03-03 00:00:00","2021-09-03 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","2861","0","0","0","2861","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3304B -M302-3","0-100",NULL,NULL,NULL,NULL
"RENTED","HC15199","MEWBOURNE OIL COMPANY","BARRICK 36PA 1H","CUSTER","OK","CATERPILLAR - G3304B ","G3304B ","A4E00401",NULL,"NO",NULL,"95",NULL,NULL,NULL,"GEMINI - M302","M302","HSR-009202","3","5.5 X 4.0 X 2.5","2017-08-01 00:00:00","2017-08-15 00:00:00","2019-03-25 19:57:00","2014-09-03 00:00:00","2022-12-06 00:00:00","ATLAS","M2M","35.637855,-98.955174","NO","2022-06-27 00:00:00","2022-06-27 00:00:00","2022-12-26 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","2938","0","0","0","2938","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3304B -M302-3","0-100",NULL,NULL,NULL,NULL
"RENTED","HC90071","MEWBOURNE OIL COMPANY","THOMSEN 32PA 1HS","DEWEY","OK","CUMMINS - 8.3C118","8.3C118","73891952",NULL,"NO",NULL,"118",NULL,NULL,NULL,"ARIEL - JGP2","JGP2","F51964","3","6.50 X 4.375 X 2.75","2018-03-05 00:00:00","2015-04-15 00:00:00","2019-07-13 05:45:00","2015-10-01 00:00:00","2023-11-02 00:00:00","ATLAS","M2M","35.9850, -99.0294","NO",NULL,"2020-10-05 00:00:00","2021-04-04 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3500","0","0","0","3500","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"8.3C118-JGP2-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC90077","SANDRIDGE ENERGY INC","KASPER 2015 3-28H","MAJOR","OK","CUMMINS - 8.3C118","8.3C118","73895468",NULL,"NO",NULL,"118",NULL,NULL,NULL,"ARIEL - JGP2","JGP2","F52011","3","6.50 X 4.375 X 2.75","2018-03-10 00:00:00","2015-04-15 00:00:00","2019-10-04 11:36:00","2015-10-01 00:00:00","2019-10-04 11:36:00","ATLAS","M2M","36.1738,-98.8082","NO","2023-05-25 00:00:00","2023-05-25 00:00:00","2024-05-24 00:00:00",NULL,"ON","ON CONTRACT","KEVIN CARTER","RENTAL","WET","3000","0","0","0","3000","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"8.3C118-JGP2-3","101-400",NULL,NULL,"WEEK 21",NULL
"RENTED","HC15002","MEWBOURNE OIL COMPANY","ORGAIN 35-1H","ROGER MILLS","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S04370",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","HSR00860","3","7.5 X 5.0 X 3.0","2005-01-01 00:00:00","2014-11-17 00:00:00","2018-05-09 19:12:00",NULL,"2018-05-09 19:12:00","ATLAS","M2M","35.6527, -99.6133","NO",NULL,"2021-09-20 00:00:00",NULL,NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","3400","0","0","0","3400","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC13006","MEWBOURNE OIL COMPANY","SANSING UNIT #2H","ELLIS","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S00869",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","HSR006545","3","7.5 X 5.0 X 3.0","2013-08-14 00:00:00","2013-06-15 00:00:00","2015-11-25 09:30:00","2013-08-14 00:00:00","2021-04-01 00:00:00","ATLAS","M2M","36.0288, -99.9902","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC13007","MEWBOURNE OIL COMPANY","DOWLER 15 10 OB 1H","ELLIS","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S00709",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","HSR006557","3","7.5 X 5.0 X 3.0","2013-08-27 00:00:00","2013-04-15 00:00:00","2016-06-28 09:39:00","2013-08-27 00:00:00","2016-06-28 09:39:00","ATLAS","M2M","36.0275, -99.7458","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC15020","MEWBOURNE OIL COMPANY","JIM 25 24 PA 1H","ELLIS","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S04248",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","HSR009037","3","7.5 X 5.0 X 3.0","2017-06-10 00:00:00","2014-10-31 00:00:00","2018-05-11 16:48:00","2014-09-03 00:00:00","2020-06-09 00:00:00","ATLAS","M2M","36.086597,-99.814255","NO",NULL,"2021-03-09 00:00:00","2021-09-09 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC15022","MEWBOURNE OIL COMPANY","CAMARGO RANCH 2PA 3HC","DEWEY","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S004328",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","HSR-009009","3","7.5 X 5.0 X 3.0","2017-06-19 00:00:00","2014-11-15 00:00:00","2018-11-15 02:06:00","2014-09-03 00:00:00","2023-02-09 00:00:00","ATLAS","M2M","35.9699, -99.1899","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3351","0","0","0","3351","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC15026","MEWBOURNE OIL COMPANY","LORETA 10 PA #1HC","DEWEY","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S005334",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","HSR9033","3","7.5 X 5.0 X 3.0","2017-09-19 00:00:00","2017-08-15 00:00:00","2018-07-22 12:06:00","2014-09-03 00:00:00","2022-07-19 00:00:00","ATLAS","M2M","35.9573, -99.2081","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC15029","MEWBOURNE OIL COMPANY","FAIRCHILD 8AP #2HC","DEWEY","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S05336",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","HSR009042","3","7.5 X 5.0 X 3.0","2017-11-06 00:00:00","2017-08-15 00:00:00","2018-07-25 16:06:00","2014-09-03 00:00:00","2018-07-25 16:06:00","ATLAS","M2M","35.9694, -99.2471","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC15030","MEWBOURNE OIL COMPANY","WILLA DEAN 29-20 PI #1HC","ELLIS","OK","CATERPILLAR - G3306B-NA","G3306B-NA","R6S04328",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","HSR-009108","3","7.5 X 5.5 X 3.0","2017-11-09 00:00:00","2014-11-11 00:00:00","2018-11-18 00:24:00","2014-09-03 00:00:00","2018-11-18 00:24:00","ATLAS","M2M","36.2601, -99.7882","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3351","0","0","0","3351","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306B-NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC90113","BCE-MACH LLC","POLLARD 1805 3-2MH","KINGFISHER","OK","CATERPILLAR - G3306NA","G3306NA","G6X03061",NULL,"NO",NULL,"145",NULL,"1800","1800","GEMINI - H302","H302","H529","3","7.5 X 5.0 X 3.0","2005-01-01 00:00:00","2005-07-15 00:00:00","2019-12-15 23:03:00","2005-02-15 00:00:00","2019-12-15 23:03:00","ATLAS","M2M","36.0719,-97.7065","NO","2022-06-06 00:00:00","2022-04-01 00:00:00","2023-03-31 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","3250","0","0","0","3250","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC90137","MEWBOURNE OIL COMPANY","IO 26-1H","ROGER MILLS","OK","CATERPILLAR - G3306NA","G3306NA","07Y03957",NULL,"NO",NULL,"145",NULL,NULL,NULL,"ARIEL - JGP2","JGP2","F3386","3","5.75 X 4.75 X 2.75","1991-12-01 00:00:00","1991-12-23 00:00:00","2019-08-02 00:00:00","1982-04-01 00:00:00","2023-03-02 00:00:00","ATLAS","M2M","35.6540, -99.6219","NO",NULL,"2021-03-01 00:00:00","2021-09-01 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306NA-JGP2-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC90144","MEWBOURNE OIL COMPANY","FIELD ESTATES 1 CN 1H","DEWEY","OK","CATERPILLAR - G3306NA","G3306NA","62201307",NULL,"NO",NULL,"145",NULL,NULL,NULL,"GEMINI - H302","H302","19FP1162","3","7.5 X 5.0 X 3.0","2019-09-01 00:00:00","2019-09-30 00:00:00","2021-01-26 07:30:00","2019-09-01 00:00:00","2023-08-28 00:00:00","ATLAS","M2M","35.986296,-98.968587","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC90147","MEWBOURNE OIL COMPANY","GRAYBILL TRUST 16 3H","DEWEY","OK","CATERPILLAR - G3306NA","G3306NA","07Y02787",NULL,"NO",NULL,"145",NULL,NULL,NULL,"GEMINI - H302","H302","19FP1171","3","7.5 X 5.0 X 3.0","1988-06-01 00:00:00","1988-06-15 00:00:00","2020-01-03 00:00:00","2019-09-01 00:00:00","2020-01-03 00:00:00","ATLAS","M2M","35.8567,-99.2323","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC90148","MEWBOURNE OIL COMPANY","GWARTNEY 34-1H","ROGER MILLS","OK","CATERPILLAR - G3306NA","G3306NA","07Y02661",NULL,"NO",NULL,"145",NULL,NULL,NULL,"GEMINI - H302","H302","19FP1174","3","7.5 X 5.0 X 3.0","1987-09-01 00:00:00","1987-09-25 00:00:00","2020-01-03 00:00:00","2019-09-01 00:00:00","2020-01-03 00:00:00","ATLAS","M2M","35.6526, -99.6345","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC90152","MEWBOURNE OIL COMPANY","DAVIS 9/16 BO #1H","ELLIS","OK","CATERPILLAR - G3306NA","G3306NA","07Y06289",NULL,"NO",NULL,"145",NULL,NULL,NULL,"ARIEL - JGP2","JGP2","F3424","3","7.5 X 5.0 X 3.0","1997-11-01 00:00:00","1997-11-15 00:00:00","2020-02-03 00:00:00","1982-08-01 00:00:00","2020-02-03 00:00:00","ATLAS","M2M","36.1580, -99.9748","NO",NULL,"2021-03-01 00:00:00","2021-09-01 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306NA-JGP2-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC90086","MEWBOURNE OIL COMPANY","LORETA 10NC 2HC","DEWEY","OK","CATERPILLAR - G3306TA","G3306TA","G6X03457",NULL,"NO",NULL,"203",NULL,NULL,NULL,"GEMINI - H302","H302","3000237707","3","7.5 X 5.0 X 3.0","2007-08-24 00:00:00","2007-08-24 00:00:00","2019-01-01 00:00:00","2022-09-13 00:00:00","2023-03-20 00:00:00","ATLAS","M2M","35.9556, -99.2157","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","4536","0","0","0","4536","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306TA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC4002","MEWBOURNE OIL COMPANY","SHEFFIELD 21 28 LM 2HC","ELLIS","OK","CATERPILLAR - G3306TA","G3306TA","G6X05931",NULL,"NO",NULL,"203",NULL,NULL,NULL,"GEMINI - H302","H302","HSR-004735","3","7.5 X 5.0 X 3.0","2009-01-01 00:00:00","2009-01-15 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00","2022-11-23 00:00:00","ATLAS","M2M","36.3715,-99.9992","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306TA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC4005","MEWBOURNE OIL COMPANY","GROSS 22-27 BO 1H","ELLIS","OK","CATERPILLAR - G3306TA","G3306TA","G6X05920",NULL,"NO",NULL,"203",NULL,NULL,NULL,"GEMINI - H302","H302","HSR-005079","3","7.5 X 5.0 X 3.0","2010-07-12 00:00:00","2009-01-15 00:00:00","2017-02-01 00:00:00","2017-02-01 00:00:00","2022-08-24 00:00:00","ATLAS","M2M","36.027550, -99.745944","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","4536","0","0","0","4536","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306TA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC4006","MEWBOURNE OIL COMPANY","ESTEE 35DM 1HC","DEWEY","OK","CATERPILLAR - G3306TA","G3306TA","G6X06024",NULL,"NO",NULL,"203",NULL,NULL,NULL,"GEMINI - H302","H302","HSR-005072","3","7.5 X 5.0 X 3.0","2009-02-01 00:00:00","2009-02-12 00:00:00","2018-05-01 00:00:00","2018-05-01 00:00:00","2018-05-01 00:00:00","ATLAS","M2M","35.9989,-99.1994","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","3505","0","0","0","3505","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306TA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","HC4014","CANVAS ENERGY LLC","PRINCESS PEACH 1605 1LOH-21","KINGFISHER","OK","CATERPILLAR - G3306TA","G3306TA","G6X05310",NULL,"NO",NULL,"203",NULL,NULL,NULL,"GEMINI - H302","H302","HSR005110","3","7.5 X 5.0 X 3.0","2008-09-01 00:00:00","2008-09-29 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00","ATLAS","M2M","35.842819,-97.735816","NO","2023-04-04 00:00:00","2023-10-10 00:00:00","2024-10-09 00:00:00",NULL,"ON","ON CONTRACT","KEVIN CARTER","RENTAL","WET","4500","0","0","0","4500","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306TA-H302-3","101-400",NULL,NULL,"WEEK 14",NULL
"RENTED","HC4030","MEWBOURNE OIL COMPANY","DALYNNE 15 PA 1H","DEWEY","OK","CATERPILLAR - G3306TA","G3306TA","G6X06304",NULL,"NO",NULL,"203",NULL,NULL,NULL,"GEMINI - H302","H302","HSR-005250","3","7.5 X 5.0 X 3.0","2009-04-01 00:00:00","2009-04-15 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00","ATLAS","M2M","35.9417,-98.8864","NO",NULL,"2021-01-20 00:00:00","2021-07-20 00:00:00",NULL,"OFF","2023-08-01 00:00:00","KEVIN CARTER","RENTAL","WET","4536","0","0","0","4536","N","MONARCH ACQUISITION","2021-10-01 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306TA-H302-3","101-400",NULL,NULL,NULL,NULL
